STAID,Name,Date,Date_n,Year,Month,LAI_GLASS,Emiss,Albedo
10500000,CAMELS-BR_10500000,1979/4/4,1979094,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/5,1979095,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/6,1979096,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/7,1979097,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/8,1979098,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/9,1979099,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/10,1979100,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/11,1979101,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/12,1979102,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/13,1979103,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/14,1979104,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/15,1979105,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/16,1979106,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/17,1979107,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/18,1979108,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/19,1979109,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/20,1979110,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/21,1979111,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/22,1979112,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/23,1979113,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/24,1979114,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/25,1979115,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/26,1979116,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/27,1979117,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/28,1979118,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/29,1979119,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/4/30,1979120,1979,4,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/1,1979121,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/2,1979122,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/3,1979123,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/4,1979124,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/5,1979125,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/6,1979126,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/7,1979127,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/8,1979128,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/9,1979129,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/10,1979130,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/11,1979131,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/12,1979132,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/13,1979133,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/14,1979134,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/15,1979135,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/16,1979136,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/17,1979137,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/18,1979138,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/19,1979139,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/20,1979140,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/21,1979141,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/22,1979142,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/23,1979143,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/24,1979144,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/25,1979145,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/26,1979146,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/27,1979147,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/28,1979148,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/29,1979149,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/30,1979150,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/5/31,1979151,1979,5,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/1,1979152,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/2,1979153,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/3,1979154,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/4,1979155,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/5,1979156,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/6,1979157,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/7,1979158,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/8,1979159,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/9,1979160,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/10,1979161,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/11,1979162,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/12,1979163,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/13,1979164,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/14,1979165,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/15,1979166,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/16,1979167,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/17,1979168,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/18,1979169,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/19,1979170,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/20,1979171,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/21,1979172,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/22,1979173,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/23,1979174,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/24,1979175,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/25,1979176,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/26,1979177,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/27,1979178,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/28,1979179,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/29,1979180,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/6/30,1979181,1979,6,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/1,1979182,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/2,1979183,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/3,1979184,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/4,1979185,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/5,1979186,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/6,1979187,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/7,1979188,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/8,1979189,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/9,1979190,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/10,1979191,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/11,1979192,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/12,1979193,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/13,1979194,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/14,1979195,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/15,1979196,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/16,1979197,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/17,1979198,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/18,1979199,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/19,1979200,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/20,1979201,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/21,1979202,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/22,1979203,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/23,1979204,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/24,1979205,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/25,1979206,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/26,1979207,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/27,1979208,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/28,1979209,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/29,1979210,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/30,1979211,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/7/31,1979212,1979,7,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/1,1979213,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/2,1979214,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/3,1979215,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/4,1979216,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/5,1979217,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/6,1979218,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/7,1979219,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/8,1979220,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/9,1979221,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/10,1979222,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/11,1979223,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/12,1979224,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/13,1979225,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/14,1979226,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/15,1979227,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/16,1979228,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/17,1979229,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/18,1979230,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/19,1979231,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/20,1979232,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/21,1979233,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/22,1979234,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/23,1979235,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/24,1979236,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/25,1979237,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/26,1979238,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/27,1979239,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/28,1979240,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/29,1979241,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/30,1979242,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/8/31,1979243,1979,8,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/1,1979244,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/2,1979245,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/3,1979246,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/4,1979247,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/5,1979248,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/6,1979249,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/7,1979250,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/8,1979251,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/9,1979252,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/10,1979253,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/11,1979254,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/12,1979255,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/13,1979256,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/14,1979257,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/15,1979258,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/16,1979259,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/17,1979260,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/18,1979261,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/19,1979262,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/20,1979263,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/21,1979264,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/22,1979265,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/23,1979266,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/24,1979267,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/25,1979268,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/26,1979269,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/27,1979270,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/28,1979271,1979,9,5.097900737,0.991865491,0.106437333
10500000,CAMELS-BR_10500000,1979/9/29,1979272,1979,9,5.097900737,0.991865491,0.106437333
