Name,Date,Date_n,Year,Month,Flow,Flow_mmd,qc,P,P_MSWEP,Pres,LWd,SWd,RelHum,SpecHum,Temp,Tmax,Tmin,Wind,CO2,PET_FAO,PET_FAO_CO2,PET_Penman,PET_PT,PET_HargreavesSamani,Half_Mon,LAI,ocean,urban,cropland,pasture,forest,shrubland,sparse,water,Eckhardt,Chapman_maxwell,Lynehollick,Chapman,UKIH
CAMELS-BR_10500000,1979/2/4,1979035,1979,2,,,,3.353054047,6.568387508,99237.53125,423.9570313,203.8852844,88.56498718,0.018830802,25.93484688,28.69905472,23.88531876,0.685341895,336.69,3.592254233,3.591997738,4.767543281,4.523221232,4.85843738,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/5,1979036,1979,2,,,,4.705108643,4.179510117,99132.67969,420.9477844,201.6543121,87.27674866,0.018936839,26.33925438,30.66546059,23.58517265,1.03260386,336.69,3.652529275,3.65112138,4.886167825,4.557966795,4.781218297,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/6,1979037,1979,2,,,,1.452892542,2.654744864,99165.66406,419.2854614,201.8944244,85.96021271,0.018254917,25.99940491,29.94615173,23.22506523,1.105762362,336.69,3.626373811,3.624181129,4.879598321,4.494532121,4.759866949,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/7,1979038,1979,2,,,,5.075575829,5.214777946,99228.34375,418.6886597,252.7436371,85.23616028,0.018375481,26.27239037,31.10440826,23.30334663,1.109082818,336.69,4.461525552,4.458431928,5.989512195,5.584613362,4.727359546,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/8,1979039,1979,2,,,,11.03250694,9.783157349,99262.90625,422.0769043,215.1065369,87.43519592,0.018711917,26.07612419,30.26451492,23.18623734,0.923909605,336.69,3.818066765,3.816153212,5.099455087,4.791729747,4.743339467,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/9,1979040,1979,2,,,,7.434485435,6.722818375,99221.6875,419.7452393,213.9371033,87.92726898,0.018824721,26.06628036,29.33444214,23.48471451,0.817915022,336.69,3.76235981,3.761458899,5.013104667,4.734612597,4.823673741,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/10,1979041,1979,2,,,,1.184667945,4.316492558,99270.09375,421.8470154,257.4970398,84.43052673,0.018651634,26.78808784,32.48871994,23.54308701,0.901537836,336.69,4.636583063,4.634341372,6.186811488,5.788091034,4.747098521,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/11,1979042,1979,2,,,,4.844786167,4.960555553,99301.84375,420.2131042,258.5696106,83.92114258,0.018907398,26.99549294,32.3404541,23.35243797,0.89758718,336.69,4.636601643,4.634033093,6.196873559,5.779547092,4.729237696,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/12,1979043,1979,2,,,,13.01010799,10.10848999,99245.22656,424.118042,211.0635529,89.17517853,0.019507065,26.33939934,30.30489349,23.46997643,0.781271875,336.69,3.758365294,3.757532603,4.978589207,4.746293971,4.788359768,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/13,1979044,1979,2,,,,2.597136736,2.017505884,99203.55469,421.9914246,281.9483337,83.26412201,0.01914186,27.47603226,33.32271194,23.68108177,0.796402872,336.69,5.087693706,5.086748437,6.770808653,6.35562476,4.793574801,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/14,1979045,1979,2,,,,9.202579498,7.368271828,99223.96875,420.9804077,259.6228638,84.90898895,0.019357834,27.20052528,32.26433182,23.84463882,1.089784384,336.69,4.673682445,4.67067729,6.250750216,5.841943899,4.778589812,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/15,1979046,1979,2,,,,0.936101437,0.822231412,99174.47656,418.631134,292.7677612,82.39833832,0.018864453,27.49740219,34.16386795,23.7169342,1.261431217,336.69,5.35434944,5.350152946,7.172874099,6.64494842,4.879203019,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/16,1979047,1979,2,,,,17.80561829,15.65657711,99157.16406,425.3615723,190.628479,83.78612518,0.018854845,26.94754982,31.23856926,23.85679817,1.137467623,336.69,3.575106452,3.57258702,4.813792152,4.342820752,4.808083877,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/17,1979048,1979,2,,,,5.474792004,4.966166973,99118.16406,426.0079956,231.4517212,86.21460724,0.018846598,26.36532784,29.71782684,23.75162315,0.780384481,336.69,4.06883726,4.06901674,5.428966068,5.102597176,4.854490375,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/18,1979049,1979,2,,,,3.955215693,3.703396082,99168.42969,422.8739929,251.0319214,84.21152496,0.019263068,27.31879616,32.58264542,24.12123489,0.669032633,336.69,4.559346454,4.559659496,6.05918371,5.691798277,4.807602723,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/19,1979050,1979,2,,,,9.353294373,8.805801392,99245,422.8852539,228.2087555,88.50860596,0.01958786,26.62340927,30.72683144,24.1475029,0.721094072,336.69,4.0809317,4.080401174,5.391897332,5.151433174,4.873748599,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/20,1979051,1979,2,,,,3.556356192,3.234983206,99278.51563,425.5421448,234.4921417,87.30696106,0.018956086,26.33423996,30.70820236,23.44222069,0.692016244,336.69,4.150793985,4.150059019,5.50309767,5.225257036,4.767845282,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/21,1979052,1979,2,,,,10.24245071,9.646594048,99255.79688,423.7217407,188.1299438,90.76851654,0.019578759,26.0857029,28.52365494,23.79549408,0.630789697,336.69,3.333595409,3.333559667,4.392023105,4.218590071,4.855924482,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/22,1979053,1979,2,,,,22.65164185,19.5440197,99286.74219,424.6431885,141.7841797,93.6557312,0.019371996,25.36356735,27.24894905,23.97619629,0.692940772,336.69,2.56897774,2.568548326,3.368010546,3.267764162,4.681443055,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/23,1979054,1979,2,,,,13.38525009,11.7919445,99331.74219,424.3657227,207.7536774,92.0032959,0.018561363,25.02306938,28.24171638,22.9844532,0.609006047,336.69,3.583914943,3.583390581,4.702470945,4.567827753,4.776724036,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/24,1979055,1979,2,,,,7.407536983,5.864320755,99217.66406,424.1097107,231.1338196,88.9812088,0.019073898,26.07045555,30.42245674,22.98643684,0.496975392,336.69,4.063200758,4.064345834,5.339386256,5.133987175,4.708798886,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/25,1979056,1979,2,,,,3.922086954,4.93591404,99203.80469,420.0210571,266.7914429,85.11331177,0.019654723,27.43261147,32.65458298,23.93810463,0.752935469,336.69,4.807462568,4.806945716,6.376826196,6.030135772,4.782135891,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/26,1979057,1979,2,,,,17.54599571,21.25510406,99270.45313,426.2024841,185.3953552,90.60774231,0.018808877,25.46931458,28.01860809,23.52789688,0.69615221,336.69,3.260205215,3.259713144,4.312038741,4.125839067,4.806492796,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/27,1979058,1979,2,,,,13.40772247,11.31498146,99251.625,427.2063599,177.0829926,91.44210815,0.018354831,24.96020508,28.14014816,22.9384594,0.604099154,336.69,3.11776476,3.117910049,4.104746447,3.949297034,4.764716228,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/2/28,1979059,1979,2,,,,2.25246501,1.772300243,99201.16406,420.8522034,229.1075745,86.07545471,0.018600179,26.31701469,31.25660706,23.28463364,0.552030504,336.69,4.088348928,4.089146733,5.423592209,5.123788673,4.715785627,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/1,1979060,1979,3,,,,7.747675896,7.290260792,99321.4375,421.1057129,178.9308777,88.87294769,0.018608978,25.70721054,30.28859711,22.85957146,0.606780291,338.27,3.239298633,3.238639274,4.291943241,4.060894587,4.685915096,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/2,1979061,1979,3,,,,9.449232101,11.78428173,99448.35938,422.0707397,206.9255219,88.86693573,0.018432746,25.5617733,29.04707718,23.06544113,0.676064968,338.27,3.619441278,3.61723058,4.800812898,4.565354659,4.76166543,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/3,1979062,1979,3,,,,7.789066315,7.517807484,99304.92188,422.6954956,211.0994568,88.7698822,0.018509557,25.67895126,30.6486702,22.56074142,0.639590979,338.27,3.740328109,3.7395795,4.947460941,4.714343235,4.629813414,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/4,1979063,1979,3,,,,3.264057636,2.890149593,99116.71875,418.4945374,251.7828827,85.00363922,0.018616104,26.58624077,31.99545479,23.36917496,0.974672198,338.27,4.50191567,4.500487361,6.018964583,5.62582149,4.705827201,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/5,1979064,1979,3,,,,12.70251179,12.91627407,99226.96094,423.5262756,187.7712708,91.33934784,0.019121498,25.57295036,27.58328438,23.47583389,0.66905874,338.27,3.269692947,3.26958747,4.314380046,4.151314385,4.748253443,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/6,1979065,1979,3,,,,7.598646164,7.907076359,99277.30469,422.649292,205.39888,88.21287537,0.018555401,25.81959724,30.89971161,22.91748619,0.522847474,338.27,3.677758007,3.677914644,4.858571304,4.621594355,4.659414823,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/7,1979066,1979,3,,,,10.40564919,11.87678719,99221.48438,421.1645508,192.0048828,90.24542999,0.018738972,25.48283195,28.14827728,23.10701561,0.682796717,338.27,3.347174228,3.34698772,4.432198251,4.23488688,4.756917989,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/8,1979067,1979,3,,,,5.647021294,13.90559769,99257.10156,419.3354187,227.4219513,87.50795746,0.018138746,25.61499023,30.24532318,22.91311836,0.686776221,338.27,3.984884277,3.984219704,5.293060682,5.016288659,4.672057037,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/9,1979068,1979,3,,,,1.581455946,1.948554039,99347.19531,414.2614746,264.8545227,85.05965424,0.017765118,25.75822639,30.02381325,23.00713539,0.925122321,338.27,4.548678681,4.545220095,6.102715606,5.715139854,4.690502906,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/10,1979069,1979,3,,,,7.032728195,6.887030125,99339.14063,421.3742676,214.1921539,86.13802338,0.018446103,26.08576584,30.23761368,23.19253349,0.837923586,338.27,3.803270229,3.800908241,5.089345415,4.746543679,4.704380257,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/11,1979070,1979,3,,,,4.186469555,4.693523884,99213.55469,420.436554,245.3091125,86.22523499,0.018580327,26.21868706,30.98994446,23.29966736,0.81737715,338.27,4.32036465,4.319175282,5.75848939,5.426675018,4.686125215,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/12,1979071,1979,3,,,,10.72244835,12.69080067,99188.22656,422.9895935,198.6352692,90.33547974,0.018602872,25.34134674,28.0106411,23.1250267,0.723267913,338.27,3.434292546,3.434186163,4.552686359,4.353666917,4.732096088,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/13,1979072,1979,3,,,,10.98130894,10.67988873,99234.88281,422.8670349,214.3330688,90.43032837,0.018994752,25.66324234,28.92256927,23.10262489,0.609058022,338.27,3.714138534,3.714297712,4.893770295,4.711542701,4.72485885,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/14,1979073,1979,3,,,,7.364267826,6.122680664,99217.53125,424.1478882,235.4864502,88.72586823,0.019200509,26.24021149,30.43492126,23.79000473,0.57568711,338.27,4.152018762,4.152515855,5.468193609,5.246710109,4.763973142,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/15,1979074,1979,3,,,,5.913750648,7.079011917,99159.57813,426.6611633,232.0605164,87.38624573,0.019390715,26.71120262,31.70357513,23.60931969,0.73269695,338.27,4.161135172,4.161074207,5.514350809,5.232280226,4.685759207,1,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/16,1979075,1979,3,,,,5.695247173,5.539918423,99121.25,425.4613953,234.8936005,85.19128418,0.019623877,27.34948349,32.70535278,24.14265823,0.760252833,338.27,4.295573166,4.295511179,5.712605556,5.356233895,4.729086085,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/17,1979076,1979,3,,,,14.35228062,13.88696384,99100.51563,424.8378906,181.0253754,87.56790924,0.018970437,26.19491577,30.31352806,23.37643242,0.84452039,338.27,3.293559464,3.29321202,4.400489124,4.098450477,4.689557886,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/18,1979077,1979,3,,,,19.74551582,21.9313755,99108.89844,428.074646,145.7816925,94.03759766,0.018963274,24.92645264,26.98790932,23.46940994,0.680969298,338.27,2.593318813,2.594045006,3.399835906,3.307855582,4.593087916,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/19,1979078,1979,3,,,,12.52438641,12.66384125,99160.07813,426.9599609,140.038559,93.19280243,0.019005572,25.1452961,28.43754768,23.23269272,0.594125271,338.27,2.551864078,2.55250961,3.342531642,3.231139115,4.707281489,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/20,1979079,1979,3,,,,9.987638474,11.17418861,99315.46094,426.1183167,157.0351563,91.7093811,0.018748889,25.24154663,28.57944679,23.07629013,0.487055629,338.27,2.821237812,2.821312513,3.703350788,3.559297809,4.683106166,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/21,1979080,1979,3,,,,10.35127163,9.4845438,99356.8125,424.5380554,180.9125366,90.6848526,0.018466555,25.21358681,28.63839149,23.14978409,0.540132105,338.27,3.18956615,3.189045733,4.202673051,4.027357867,4.683846691,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/22,1979081,1979,3,,,,5.41980505,4.243693352,99343.53125,426.3903809,200.695816,89.8755188,0.019029362,25.88685417,30.48762131,23.39117622,0.460770845,338.27,3.584114606,3.584105625,4.704966143,4.520077615,4.649391937,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/23,1979082,1979,3,,,,2.120324373,2.970141172,99196.71094,420.7515564,231.3973846,85.71013641,0.019304041,26.99551964,32.38945007,23.55185127,0.806995749,338.27,4.184877426,4.183866376,5.575493964,5.223631457,4.62162544,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/24,1979083,1979,3,,,,19.83440781,20.66520119,99245.32813,426.581665,149.2674103,91.17358398,0.019733137,26.14503288,29.3343277,24.21500206,0.993579865,338.27,2.755236667,2.753530303,3.664886574,3.461660325,4.773988632,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/25,1979084,1979,3,,,,33.91437912,33.69279099,99422.21094,427.6681213,67.03312683,96.36488342,0.018837502,24.43697357,25.71380997,23.24198532,0.861653745,338.27,1.373057862,1.3718725,1.787763008,1.747215285,4.202635015,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/26,1979085,1979,3,,,,4.261385441,4.037237644,99484.39844,419.7981873,194.9819489,88.59957886,0.017570296,24.87875557,29.4079628,22.27761078,0.850980461,338.27,3.402617177,3.399254973,4.549741174,4.276630128,4.501012529,2,,,,,,99.99800745,0.00199255,,,,,,,
CAMELS-BR_10500000,1979/3/27,1979086,1979,3,,,,4.187027454,4.031731606,99368.13281,418.0188904,244.9275208,85.42017365,0.018018242,25.91743279,29.68831444,22.80584908,0.698100567,338.27,4.188795288,4.186852392,5.606712776,5.253501588,4.557023116,2,,,,,,99.99800745,0.00199255,,,,,,,
